title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,original_language,original_title,overview,tagline,genres,production_companies,production_countries,spoken_languages,keywords,id
Bridget Jones's Diary,6.744,4635,Released,2001-04-13,281929795,97,False,25000000,en,Bridget Jones's Diary,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,"Comedy, Romance, Drama","Working Title Films, Little Bird, Miramax, Universal Pictures",United Kingdom,English,"daughter, london, england, lovesickness, england, sexual frustration, alcohol, parent child relationship, telecaster, birthday, cigarette, diary, lawyer, reporter, extramarital affair, duringcreditsstinger, woman director",132
Bright,6.156,5296,Released,2017-12-22,0,117,False,90000000,en,Bright,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",,"Fantasy, Action, Thriller","Clubhouse Pictures, Overbrook Entertainment",United States of America,"English, Spanish","police, orcs, elves, magic, fairy, los angeles, california",133
Brokeback Mountain,7.799,6426,Released,2005-09-10,178043761,134,False,14000000,en,Brokeback Mountain,"Rodeo cowboy Jack and ranch hand Ennis are hired as sheepherders in 1963 Wyoming. One night on Brokeback Mountain, they spark a physical relationship. Though Ennis marries his longtime sweetheart and Jack marries a fellow rodeo rider, they keep up their tortured, sporadic love affair for 20 years.",Love is a force of nature,"Drama, Romance","Focus Features, River Road Entertainment, Alberta Film Entertainment","Canada, United States of America",English,"secret love, wyoming, usa, countryside, homophobia, marriage crisis, intolerance, in the closet, summer, cowboy, lgbt, star crossed lovers, 1960s, closeted homosexual, gay romance, gay theme, gay relationship, boys' love (bl)",134
Brother Bear,7.257,4993,Released,2003-10-23,250397798,85,False,128000000,en,Brother Bear,"When an impulsive boy named Kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. His courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub Koda, hilarious moose Rutt and Tuke, woolly mammoths and rambunctious rams.",Nature Calls,"Adventure, Animation, Family",Walt Disney Feature Animation,United States of America,"Croatian, English, Inuktitut","friendship, sibling relationship, transformation, grizzly bear, inuit, bear, sibling rivalry, turns into animal, unlikely friendship, aftercreditsstinger, duringcreditsstinger, animal lead, brother bear, bjørne brødre",135
Bruce Almighty,6.706,10010,Released,2003-05-23,484592874,101,False,80000000,en,Bruce Almighty,"Bruce Nolan toils as a 'human interest' television reporter in Buffalo, N.Y., but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God—and the Almighty responds, endowing Bruce with all of His divine powers.",In Bruce we trust?,"Fantasy, Comedy","Pit Bull Productions, Spyglass Entertainment, Universal Pictures, Shady Acres Entertainment",United States of America,English,"new love, lovesickness, moon, street gang, moses, faith, prayer, christianity, journalism, car crash, god, religion, relationship, news reporter, female journalist, religious conflict, responsibility, praying, almighty",136
Bullet Train,7.495,4804,Released,2022-08-03,239268602,126,False,90000000,en,Bullet Train,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",The end of the line is just the beginning.,"Action, Comedy, Thriller","87North Productions, Columbia Pictures",United States of America,"Japanese, English, Russian, Spanish","mission, japan, assassin, based on novel or book, train, luck, deadly snake, duringcreditsstinger, one location, 子弹列车, ridiculous",137
Bumblebee,6.73,5639,Released,2018-12-15,467989645,113,False,135000000,en,Bumblebee,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.  When Charlie revives him, she quickly learns this is no ordinary yellow VW bug.",Every hero has a beginning.,"Action, Adventure, Science Fiction","Paramount, Allspark Pictures, Bay Films, di Bonaventura Pictures, Tom DeSanto/Don Murphy Production",United States of America,English,"technology, based on toy, robot, spin off, 1980s",138
Burn After Reading,6.64,4302,Released,2008-09-05,163720069,96,False,37000000,en,Burn After Reading,"When a disc containing memoirs of a former CIA analyst falls into the hands of gym employees, Linda and Chad, they see a chance to make enough money for Linda to have life-changing cosmetic surgery. Predictably, events whirl out of control for the duo, and those in their orbit.",Intelligence is relative.,"Comedy, Drama","Focus Features, Relativity Media, Working Title Films, Mike Zoss Productions, StudioCanal","United States of America, United Kingdom, France",English,"washington dc, usa, blackmail, paranoia, black humor, plastic surgery, autobiography, memory, corpse, divorce, gym, disc, ex priest, fitness, online dating, memoirs, personal trainer",139
Call Me by Your Name,8.167,11367,Released,2017-09-01,43143046,132,False,4000000,en,Call Me by Your Name,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",Is it better to speak or die?,"Romance, Drama","La Cinéfacture, RT Features, Frenesy Film, Water's End Productions, M.Y.R.A. Entertainment, CineFinance Italia","Brazil, France, Italy, United States of America","French, English, Italian","based on novel or book, upper class, italy, swimming pool, coming of age, love, breaking the fourth wall, summer, teenage boy, masturbation, first love, lgbt, jewish family, 1980s, peach, gay theme",140
Captain America: Civil War,7.4,21541,Released,2016-04-27,1155046416,147,False,250000000,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",United we stand. Divided we fall.,"Adventure, Action, Science Fiction",Marvel Studios,United States of America,"Romanian, English, German, Russian","civil war, superhero, based on comic, sequel, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), excited",141
Captain America: The First Avenger,6.995,20269,Released,2011-07-22,370569774,124,False,140000000,en,Captain America: The First Avenger,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",When patriots become heroes,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,"French, Norwegian, English","new york city, nazi, superhero, world war ii, heroism, shield, based on comic, super soldier, period drama, brooklyn, new york city, aftercreditsstinger, marvel cinematic universe (mcu), origin story, soldiers, war",142
Captain America: The Winter Soldier,7.671,17692,Released,2014-03-20,714766572,136,False,170000000,en,Captain America: The Winter Soldier,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",In heroes we trust.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"future, washington dc, usa, superhero, shield, based on comic, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), political thriller",143
Captain Fantastic,7.912,6017,Released,2016-07-08,23123592,118,False,5000000,en,Captain Fantastic,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,He Prepared Them for Everything Except the Outside World.,"Adventure, Drama","Electric City Entertainment, ShivHans Pictures",United States of America,"Esperanto, English","parent child relationship, new mexico, socialism, wilderness, road trip, family relationships, survivalist, homeschooling, in-laws, mental illness, death of mother, washington state, bohemian, school bus, isolated house, naturalist, off the grid, death of wife, social isolation, noam chomsky, living off the grid, pacific northwest",144
Captain Marvel,6.843,14657,Released,2019-03-06,1131416446,124,False,152000000,en,Captain Marvel,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",Higher. Further. Faster.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"superhero, based on comic, alien invasion, super power, female hero, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), woman director, hero's journey, 1990s, alien technology",145
Captain Phillips,7.552,6424,Released,2013-10-10,218791811,134,False,55000000,en,Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Out here survival is everything.,"Action, Drama, Thriller","Columbia Pictures, Michael De Luca Productions, Scott Rudin Productions, Trigger Street Productions",United States of America,"English, Somali","ship, fisherman, hijacking, somalia, poverty, pirate, terrorism, commando, hijack, cargo ship, ship hijacking, somali",146
Cars,6.936,12906,Released,2006-06-08,461983149,117,False,120000000,en,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",Ahhh... it's got that new movie smell.,"Animation, Adventure, Comedy, Family","Pixar, Walt Disney Pictures",United States of America,"English, Italian, Japanese, Yiddish","friendship, car race, success, route 66, porsche, retirement, road trip, anthropomorphism, rural area, los angeles, california, aftercreditsstinger, duringcreditsstinger",147
Cars 2,6.08,7115,Released,2011-06-11,559852396,106,False,200000000,en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,Ka-ciao!,"Animation, Family, Adventure, Comedy","Pixar, Walt Disney Pictures",United States of America,"English, French, German, Italian, Japanese","car race, sequel, anthropomorphism, best friend, duringcreditsstinger, pathetic, absurd, farcical",148
Cars 3,6.853,5263,Released,2017-06-15,383925276,102,False,175000000,en,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",It's not over until lightning strikes.,"Animation, Adventure, Comedy, Family",Pixar,United States of America,English,"trainer, sequel, anthropomorphism, travel, racing, high tech",149
Casablanca,8.171,4928,Released,1943-01-15,10462500,102,False,878000,en,Casablanca,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",They had a date with fate in Casablanca!,"Drama, Romance",Warner Bros. Pictures,United States of America,"German, French, Italian, English","corruption, nazi, escape, love triangle, resistance, spy, patriotism, casablanca, morocco, vichy regime, visa, nationalism, world war ii, morocco, film noir, war",150
Casino,8.004,5240,Released,1995-11-22,116112375,179,False,50000000,en,Casino,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",No one stays at the top forever.,"Crime, Drama","Universal Pictures, Syalis DA, De Fina-Cappa, Légende Films","France, United States of America",English,"drug abuse, casino, poker, italian american, gambling, 1970s, fbi, greed, overdose, car bomb, rise and fall, money, organized crime, mafia, jewish american, las vegas, desert, 1980s",151
Casino Royale,7.543,9959,Released,2006-11-14,599045960,144,False,150000000,en,Casino Royale,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",Everyone has a past. Every legend has a beginning.,"Adventure, Action, Thriller","Eon Productions, Stillking Films, Columbia Pictures, Studio Babelsberg, Danjaq, Casino Royale Productions, Metro-Goldwyn-Mayer","Czech Republic, Germany, United Kingdom, United States of America","English, French","banker, casino, based on novel or book, poker, italy, money, torture, terrorism, mi6, british secret service, montenegro",152
Casper,6.301,4269,Released,1995-05-26,287928194,100,False,50000000,en,Casper,"Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits, he brings along his teenage daughter, Kat. Casper quickly falls in love with Kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics.",Seeing is believing,"Fantasy, Comedy, Family","The Harvey Entertainment Company, Universal Pictures, Amblin Entertainment",United States of America,English,"friendship, afterlife, supernatural, halloween, bullying, treasure hunt, based on comic, friends, teenage girl, ghost hunting, super power, psychiatry, ghost, disorder, young heroes, imaginary, mischievous children, ghost child, mischief, unfinished business",153
Cast Away,7.662,10531,Released,2000-12-22,429632142,143,False,90000000,en,Cast Away,"Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.","At the edge of the world, his journey begins.","Adventure, Drama","Playtone, ImageMovers, 20th Century Fox, DreamWorks Pictures",United States of America,"Russian, English","exotic island, suicide attempt, volleyball, survival, loneliness, airplane crash, deserted island, tropical island",154
Catch Me If You Can,7.971,14393,Released,2002-12-16,352114312,141,False,52000000,en,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",The true story of a real fake.,"Drama, Crime","Parkes/MacDonald Productions, Kemp Company, Splendid Pictures",United States of America,"English, French","fbi, con man, biography, based on true story, attempted jailbreak, engagement party, mislaid trust, christmas, bank fraud",155
Central Intelligence,6.41,5473,Released,2016-06-16,216972543,107,False,50000000,en,Central Intelligence,"After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage.",Saving the world takes a little Hart and a big Johnson.,"Action, Comedy, Crime, Mystery","Warner Bros. Pictures, New Line Cinema, Universal Pictures, Bluegrass Films, RatPac Entertainment, Perfect World Pictures, Artists First, Principato-Young Entertainment",United States of America,English,"cia, espionage, spy, office, school, high school reunion, accountant",156
Chappie,6.776,7438,Released,2015-03-04,104399548,120,False,49000000,en,Chappie,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",I am consciousness. I am alive. I am Chappie.,"Crime, Action, Science Fiction","Columbia Pictures, MRC, LStar Capital, Simon Kinberg Productions, Genre Films, Alpha Core, Ollin Studio, Sony Pictures","United States of America, Mexico, South Africa",English,"future, android, artificial intelligence (a.i.), dystopia, johannesburg south africa, robot, robot cop",157
Charlie and the Chocolate Factory,7.04,13967,Released,2005-07-13,474968763,115,False,150000000,en,Charlie and the Chocolate Factory,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",Prepare for a taste of adventure.,"Adventure, Comedy, Family, Fantasy","The Zanuck Company, Theobald Film Productions, Plan B Entertainment","United Kingdom, United States of America",English,"factory worker, london, england, based on novel or book, chocolate, candy, overweight child, parent child relationship, grandparent grandchild relationship, teacher, candy bar",158
Chicken Run,6.758,4494,Released,2000-06-23,224834564,84,False,45000000,en,Chicken Run,"The creators of Wallace & Gromit bring you an exciting and original story about a group of chickens determined to fly the coop–even if they can’t fly! It’s hardly poultry in motion when Rocky attempts to teach Ginger and her feathered friends to fly…but, with teamwork, determination and a little bit o’ cluck, the fearless flock plots one last attempt in a spectacular bid for freedom.",This ain't no chick flick. It's poultry in motion.,"Animation, Comedy, Family","DreamWorks Animation, Aardman, Pathé, DreamWorks Pictures","United Kingdom, United States of America, France",English,"farm, northern england, escape, freedom, chicken, yorkshire, stop motion, explosion, farmer, pie machine, claymation, plasticine, royal air force, raf",159
Children of Men,7.605,6495,Released,2006-09-22,70595464,109,False,76000000,en,Children of Men,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",The future's a thing of the past.,"Drama, Action, Thriller, Science Fiction","Universal Pictures, Strike Entertainment, Hit & Run Productions","United Kingdom, United States of America",English,"future, government, police state, based on novel or book, hippie, england, faith, chaos, refugee camp, rebel, dystopia, miracle, childlessness, survival, birth, alcoholic, bombing, dying, terrorist group, fertility, soldiers, violence",160
Chronicle,6.822,4891,Released,2012-02-01,145000000,84,False,15000000,en,Chronicle,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",Of what are you capable?,"Science Fiction, Drama, Thriller","Dune Entertainment, Davis Entertainment, Adam Schroeder Productions, 20th Century Fox",United States of America,English,"friendship, flying, seattle, washington, telekinesis, coming of age, outcast, loneliness, super power, found footage, aftercreditsstinger, abuse, based on short film, teenager",161
Cinderella,7.037,6239,Released,1950-02-22,263591415,74,False,2900000,en,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",The greatest love story ever told.,"Family, Fantasy, Animation, Romance",Walt Disney Productions,United States of America,English,"princess, based on novel or book, loss of loved one, mouse, ball, fairy, prince, musical, midnight, love, orphan, family, evil stepmother, stepsister, fairy godmother, cendrillon",162
Cinderella,6.798,6679,Released,2015-03-06,543514353,105,False,95000000,en,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",Midnight is just the beginning.,"Romance, Fantasy, Family, Drama","Walt Disney Pictures, Genre Films, Beagle Pug Films, Allison Shearmur Productions","United Kingdom, United States of America",English,"magic, kingdom, fairy tale, prince, royalty, orphan, lost shoe, evil stepmother, based on fairy tale, retelling, live action and animation, live action remake",163
Citizen Kane,8.015,5034,Released,1941-04-17,23218000,119,False,839727,en,Citizen Kane,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",It's terrific!,"Mystery, Drama","Mercury Productions, RKO Radio Pictures",United States of America,English,"media tycoon, florida, art collector, newspaper, capitalist, journalist, sleigh, banker, american dream, failure, money, snowglobes, child",164
City of God,8.429,6708,Released,2002-08-30,30641770,130,False,3300000,pt,Cidade de Deus,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.","If you run, the beast catches you; if you stay, the beast eats you.","Drama, Crime","O2 Filmes, VideoFilmes, Wild Bunch, Hank Levine Film, Globo Filmes, Lumière, Miramax","Brazil, France",Portuguese,"street gang, photographer, gangster, rio de janeiro, gang war, ghetto, coming of age, woman director, introspective, critical, tense, conceited, sincere",165
Clash of the Titans,5.882,5863,Released,2010-03-26,493214993,106,False,125000000,en,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",Titans will clash.,"Adventure, Fantasy, Action","The Zanuck Company, Legendary Pictures, Thunder Road, Moving Picture Company, Warner Bros. Pictures",United States of America,English,"hades, mythology, greek mythology, zeus, mythological beast, medusa, sea monster, perseus, kraken, gods, ancient greece, based on myths, legends or folklore",166
Click,6.3,6518,Released,2006-06-23,240685326,107,False,82500000,en,Click,"A married workaholic, Michael Newman doesn't have time for his wife and children, not if he's to impress his ungrateful boss and earn a well-deserved promotion. So when he meets Morty, a loopy sales clerk, he gets the answer to his prayers: a magical remote that allows him to bypass life's little distractions with increasingly hysterical results.",What If You Had A Remote... That Controlled Your Universe?,"Comedy, Drama, Fantasy","Original Film, Revolution Studios, Columbia Pictures, Happy Madison Productions",United States of America,"English, Portuguese, Japanese","dying and death, regret, workaholic, heart attack, architect, liposuction, time travel, remote control, obesity, hospital, wedding, dog, second chance, alternate reality, fatherhood, time jump",167
Cloud Atlas,6.884,6657,Released,2012-10-26,130482868,172,False,102000000,en,Cloud Atlas,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",Everything is Connected,"Drama, Science Fiction","Cloud Atlas Productions, Anarchos Productions, X Filme Creative Pool, ARD Degeto, A Company","Germany, United States of America",English,"future, artificial intelligence (a.i.), based on novel or book, san francisco, california, clone, dystopia, lgbt, multiple storylines, duringcreditsstinger, century, woman director, 1930s",168
Cloudy with a Chance of Meatballs,6.6,5461,Released,2009-09-17,242988466,90,False,100000000,en,Cloudy with a Chance of Meatballs,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",Prepare to get served.,"Animation, Comedy, Family","Sony Pictures Animation, Columbia Pictures",United States of America,English,"inventor, weather, food, based on children's book",169
Cloverfield,6.672,6525,Released,2008-01-15,170764026,85,False,25000000,en,Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",Some thing has found us.,"Action, Thriller, Science Fiction",Bad Robot,United States of America,"Russian, English","quarantine, monster, chaos, skyscraper, supernatural, giant monster, alien, disaster, survival horror, kaiju, military, found footage, aftercreditsstinger",170
Coco,8.222,17742,Released,2017-10-27,800526015,105,False,175000000,en,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",The celebration of a lifetime,"Family, Animation, Fantasy, Music, Comedy, Adventure","Pixar, Walt Disney Pictures",United States of America,"English, Spanish","skeleton, mexico, guitar, afterlife, musician, holiday, singer, life after death, child, day of the dead, pixar",171
Collateral,7.213,5079,Released,2004-08-04,217764291,120,False,65000000,en,Collateral,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,It started like any other night.,"Drama, Crime, Thriller","Paramount, Parkes/MacDonald Productions, Edge City, DreamWorks Pictures",United States of America,"Spanish, English","taxi, police, hitman, hostage, self-fulfilling prophecy, taxi driver, fbi, nightclub, briefcase, sociopath, professional hit, one night, gun violence, lapd, contract killer, neo-noir, cabbie, federal prosecutor, taxi ride, suspense thriller, los angeles airport (lax)",172
Collateral Beauty,7.239,5122,Released,2016-12-15,88528280,97,False,36000000,en,Collateral Beauty,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",We are all connected,"Drama, Romance","Village Roadshow Pictures, Likely Story, Anonymous Content, New Line Cinema, PalmStar Media, Overbrook Entertainment",United States of America,English,"friendship, despair, group therapy, loss, grief, death, grieving father, central park, new york city, actors",173
Constantine,7.063,6521,Released,2005-02-08,230884728,121,False,100000000,en,Constantine,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",Hell wants him. Heaven won't take him. Earth needs him.,"Fantasy, Action, Horror","Village Roadshow Pictures, Lonely Film Productions GmbH & Co. KG., The Donners' Company, Batfilm Productions, Weed Road Pictures, Warner Bros. Pictures, 3 Arts Entertainment, DC Vertigo","Germany, United States of America","English, Latin, Spanish, Tagalog","self sacrifice, angel, christianity, confession, superhero, supernatural, exorcism, archangel gabriel, holy water, redemption, based on comic, lucifer, demon, occult, aftercreditsstinger, mysticism, supernatural power, good versus evil",174
Contagion,6.636,5663,Released,2011-09-08,137551594,106,False,60000000,en,Contagion,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",Nothing spreads like fear,"Drama, Thriller, Science Fiction","Participant, Imagenation Abu Dhabi FZ, Double Feature Films, Regency Enterprises, Warner Bros. Pictures","United States of America, United Arab Emirates","English, Cantonese, Mandarin","quarantine, saving the world, mutation, infection, terminal illness, outbreak, disease, vaccine, lethal virus, scientist, epidemic, prophetic, medical drama, anxious",175
Coraline,7.854,6950,Released,2009-02-05,124600000,100,False,60000000,en,Coraline,"A young girl discovers an idealized parallel universe behind a secret door in her new home, unaware that it contains a sinister secret.",Be careful what you wish for.,"Animation, Family, Fantasy","Focus Features, Laika Entertainment, Pandemonium",United States of America,English,"friendship, dream, based on novel or book, eye, stuffed animal, stop motion, parallel world, button, new home, secret door, aftercreditsstinger, duringcreditsstinger, horror for children, talking cat, parallel universe, neil gaiman",176
Corpse Bride,7.527,8216,Released,2005-09-12,118133252,77,False,40000000,en,Corpse Bride,"Set in a 19th-century European village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",There's been a grave misunderstanding.,"Romance, Fantasy, Animation","Tim Burton Productions, Laika Entertainment, Patalex Productions, Warner Bros. Pictures, Will Vinton Studios, Tim Burton Animation Company",United States of America,English,"skeleton, love triangle, cheating, wedding vows, shyness, arranged marriage, marriage, grave, musical, wedding ring, money, stop motion, wedding, corpse, wedding ceremony, playing piano, parents, dark fantasy, ring, scoundrel, 19th century, underworld",177
Cowboys & Aliens,5.588,4718,Released,2011-07-29,174822325,119,False,163000000,en,Cowboys & Aliens,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",First Contact. Last Stand.,"Action, Science Fiction, Thriller, Western","DreamWorks Pictures, Universal Pictures, Reliance Entertainment, Relativity Media, Imagine Entertainment, K/O Paper Products, Fairview Entertainment, Platinum Studios","India, United States of America",English,"spacecraft, sheriff, robbery, escape, arizona, laser, apache nation, native american, based on comic, alien, outlaw, ufo, gunfight, creature, alien invasion, 19th century",178
"Crazy, Stupid, Love.",7.3,7773,Released,2011-07-29,145079584,118,False,50000000,en,"Crazy, Stupid, Love.","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",This is crazy. This is stupid. This is love.,"Comedy, Drama, Romance",Warner Bros. Pictures,United States of America,English,"friendship, soulmates, marriage crisis, midlife crisis, babysitter, womanizer, law school, los angeles, california, middle school, relationship, love affair, divorcee, teenage love",179
